256,1935360,0.0007701630650000001
131328,149504,0.0011177669199999999
213248,378880,0.000951107565
229632,1492992,0.0007345819300000001
33024,722944,0.0010574038
98560,821248,0.000765964745
256,215040,0.001631650385
246016,1968128,0.000616368755
98560,67584,0.0013840807500000002
49408,624640,0.00102955596
33024,870400,0.00111117256
180480,264192,0.001132983785
196864,935936,0.00061266412
82176,837632,0.00083348209
196864,1853440,0.000623087105
256,591872,0.00121462412
131328,477184,0.001040475345
229632,1869824,0.0006057205600000001
65792,1247232,0.0006871198850000001
213248,509952,0.000967818395
147712,526336,0.001054138285
213248,2033664,0.0005649487900000001
33024,1705984,0.00083717368
164096,1771520,0.000634272655
229632,1427456,0.0006390748650000001
16640,804864,0.000953072615
229632,1329152,0.000790123335
16640,133120,0.0014541898850000002
213248,411648,0.00093381513
229632,690176,0.0009142563800000001
33024,1017856,0.0008922273450000001
196864,1902592,0.000502275225
82176,1329152,0.000680064035
82176,1427456,0.00063898678
213248,83968,0.001195124765
33024,706560,0.0010620574300000002
114944,1886208,0.000749139155
180480,1263616,0.0007884019600000001
164096,378880,0.0009415151
229632,477184,0.0009512386949999999
229632,149504,0.001094278515
246016,1148928,0.00066202608
114944,182272,0.001237887965
98560,1214464,0.00086450843
246016,1345536,0.0006257626300000001
180480,739328,0.0009188076200000001
16640,1083392,0.00096100714
196864,1673216,0.000634094175
65792,460800,0.0010948345
131328,1591296,0.000780700315
131328,690176,0.0010265628
82176,1869824,0.000600072585
147712,1083392,0.00086493227
246016,1378304,0.00066862826
131328,1001472,0.0007122566899999999
164096,509952,0.00107227744
180480,673792,0.00092096635
246016,1165312,0.000709884035
256,952320,0.00112094927
147712,1116160,0.00079068478
98560,1034240,0.0007405903000000001
164096,411648,0.001064365175
114944,1607680,0.00073450742
82176,1492992,0.0007018572900000001
33024,1837056,0.000743938615
114944,1181696,0.0007983897750000001
16640,1116160,0.00090359608
114944,1411072,0.0006529266400000001
164096,1640448,0.00063444456
49408,1148928,0.00073367687
114944,2082816,0.0006509136150000001
16640,477184,0.0011688471950000003
